,date,Temperature,CloudOpacity,DHI,DNI,Radiation,Precipitation,Humidity,Pressure,WindDirection,WindSpeed,Sunrise,Sunset,Month
866,2021-05-15,35.23571428571429,38.9,200.07142857142858,183.92857142857142,351.7142857142857,30.671428571428567,24.799999999999994,978.9999999999999,143.78571428571428,2.6,9,16,5
867,2021-05-16,36.42857142857143,13.971428571428572,186.78571428571428,423.2857142857143,523.8571428571429,23.942857142857147,21.38571428571429,980.4785714285715,171.0,1.3857142857142857,9,16,5
868,2021-05-17,36.978571428571435,77.09285714285714,120.21428571428571,0.0,120.21428571428571,31.114285714285717,17.849999999999998,980.2642857142856,136.5,2.5,9,16,5
869,2021-05-18,29.992857142857144,90.8714285714286,42.0,0.0,42.0,43.12857142857143,45.464285714285715,981.285714285714,158.14285714285714,3.692857142857142,9,16,5
870,2021-05-19,22.135714285714283,92.7857142857143,28.642857142857142,0.0,28.642857142857142,58.32142857142857,84.47142857142855,979.5642857142857,71.71428571428571,4.992857142857142,9,16,5
871,2021-05-20,26.449999999999996,40.42857142857143,273.0,107.28571428571429,333.2142857142857,37.707142857142856,64.10714285714285,977.7428571428571,37.357142857142854,4.228571428571429,9,16,5
872,2021-05-21,30.35714285714286,39.557142857142864,170.64285714285714,240.85714285714286,362.57142857142856,38.1,50.571428571428555,980.3714285714285,122.07142857142857,3.9,9,16,5
873,2021-05-22,33.107142857142854,15.87857142857143,186.5,416.85714285714283,510.2142857142857,32.27857142857143,36.58571428571429,979.1785714285714,213.71428571428572,1.9285714285714284,9,16,5
874,2021-05-23,33.385714285714286,35.464285714285715,239.71428571428572,130.21428571428572,354.2857142857143,30.485714285714288,27.61428571428571,980.157142857143,302.92857142857144,3.514285714285714,9,16,5
875,2021-05-24,34.53571428571429,9.292857142857144,182.85714285714286,464.5,539.1428571428571,19.471428571428568,20.857142857142858,980.0428571428573,312.07142857142856,5.628571428571428,9,16,5
876,2021-05-25,37.34285714285714,5.0857142857142845,152.57142857142858,544.4285714285714,568.5714285714286,14.385714285714286,13.042857142857144,976.1999999999999,325.5,5.735714285714286,9,16,5
877,2021-05-26,37.871428571428574,2.007142857142857,183.71428571428572,481.57142857142856,551.3571428571429,17.207142857142856,11.77142857142857,974.1928571428571,240.5,3.0714285714285716,9,16,5
878,2021-05-27,38.06428571428571,5.450000000000001,201.5,451.2857142857143,544.0714285714286,15.25,12.400000000000002,974.9071428571427,143.71428571428572,1.9857142857142855,9,16,5
879,2021-05-28,35.435714285714276,1.95,186.42857142857142,453.2857142857143,536.9285714285714,26.914285714285715,36.042857142857144,976.5642857142859,142.21428571428572,3.1214285714285714,9,16,5
880,2021-05-29,35.56428571428572,6.328571428571428,243.71428571428572,309.2857142857143,488.7142857142857,39.31428571428571,37.778571428571425,978.2428571428572,144.42857142857142,4.914285714285713,9,16,5
881,2021-05-30,35.02857142857143,32.878571428571426,228.14285714285714,213.78571428571428,418.0,36.342857142857135,38.68571428571429,977.6571428571427,153.0,2.6,9,16,5
882,2021-05-31,38.449999999999996,18.699999999999996,259.7142857142857,202.07142857142858,424.14285714285717,35.42857142857143,24.19285714285715,974.2928571428571,194.28571428571428,1.6500000000000001,9,16,5
883,2021-06-01,33.40714285714286,40.207142857142856,216.14285714285714,58.142857142857146,251.0,34.885714285714286,30.678571428571423,977.9928571428571,191.64285714285714,3.657142857142857,9,16,6
884,2021-06-02,35.16428571428572,23.82857142857143,318.07142857142856,85.42857142857143,378.0,30.35,28.807142857142857,978.8214285714287,197.78571428571428,1.4357142857142855,9,16,6
885,2021-06-03,35.92142857142857,14.285714285714283,301.7857142857143,148.92857142857142,429.14285714285717,33.75714285714285,27.307142857142857,979.7142857142859,176.21428571428572,1.2428571428571427,9,16,6
886,2021-06-04,37.28571428571429,30.285714285714285,270.7857142857143,191.14285714285714,423.64285714285717,34.55,23.73571428571429,979.5142857142856,141.85714285714286,1.0857142857142856,9,16,6
887,2021-06-05,38.46428571428571,21.178571428571427,213.14285714285714,301.2142857142857,467.2857142857143,35.15,19.86428571428571,977.6,136.42857142857142,2.592857142857143,9,16,6
888,2021-06-06,37.07142857142857,8.971428571428572,210.0,380.2857142857143,512.2857142857143,39.221428571428575,26.735714285714288,977.8500000000001,276.64285714285717,2.05,9,16,6
889,2021-06-07,39.67142857142857,6.6642857142857155,243.57142857142858,307.7857142857143,490.35714285714283,34.97142857142857,19.978571428571428,975.2214285714284,295.64285714285717,3.514285714285714,9,16,6
890,2021-06-08,40.82857142857143,16.17142857142857,275.14285714285717,196.5,442.2142857142857,37.550000000000004,19.978571428571428,973.4,284.7142857142857,6.0928571428571425,9,16,6
891,2021-06-09,40.84285714285714,9.37857142857143,286.7142857142857,181.28571428571428,437.42857142857144,34.33571428571429,21.17142857142857,971.9071428571427,273.7857142857143,4.1571428571428575,9,16,6
892,2021-06-10,39.85,20.735714285714288,328.92857142857144,63.57142857142857,374.85714285714283,37.07142857142857,22.16428571428571,971.7571428571429,178.28571428571428,1.8499999999999999,9,16,6
893,2021-06-11,38.44285714285714,19.285714285714285,312.2142857142857,79.21428571428571,381.14285714285717,39.771428571428565,30.128571428571426,971.2142857142857,204.0,1.9642857142857142,9,16,6
894,2021-06-12,38.42142857142857,25.785714285714285,308.0,52.42857142857143,345.7857142857143,43.449999999999996,31.571428571428573,972.4928571428574,135.57142857142858,2.764285714285714,9,16,6
895,2021-06-13,35.714285714285715,31.75,246.92857142857142,48.5,269.2142857142857,43.33571428571428,39.40714285714285,973.7714285714285,142.35714285714286,2.15,9,16,6
896,2021-06-14,36.11333333333334,12.28,215.2,308.46666666666664,461.06666666666666,42.54666666666667,38.620000000000005,971.6333333333331,180.6,2.1799999999999997,9,16,6
897,2021-06-15,35.83571428571429,30.642857142857142,245.28571428571428,150.28571428571428,380.2142857142857,42.38571428571429,37.20714285714285,968.8285714285714,234.5,2.8642857142857143,9,16,6
898,2021-06-16,33.79285714285714,41.114285714285714,208.0,64.35714285714286,248.28571428571428,51.23571428571429,45.692857142857136,972.5071428571428,199.5,2.6571428571428575,9,16,6
899,2021-06-17,34.08571428571428,29.185714285714283,278.57142857142856,118.42857142857143,369.7857142857143,44.59285714285714,44.95714285714286,973.907142857143,90.14285714285714,2.3000000000000003,9,16,6
900,2021-06-18,32.621428571428574,21.62142857142857,312.2142857142857,147.35714285714286,401.14285714285717,49.30000000000001,49.00714285714285,974.7428571428572,89.21428571428571,4.492857142857143,9,16,6
901,2021-06-19,30.300000000000004,20.728571428571428,271.42857142857144,233.92857142857142,433.2857142857143,52.692857142857136,58.42857142857143,975.0500000000001,66.28571428571429,4.392857142857142,9,16,6
902,2021-06-20,32.43571428571429,36.042857142857144,233.92857142857142,196.57142857142858,388.2857142857143,52.192857142857136,51.59285714285714,975.1428571428571,73.35714285714286,2.278571428571429,9,16,6
903,2021-06-21,35.128571428571426,20.292857142857148,219.57142857142858,316.14285714285717,480.57142857142856,44.42142857142858,39.228571428571435,976.2285714285714,235.85714285714286,2.8714285714285723,9,16,6
904,2021-06-22,38.23571428571429,12.0,254.78571428571428,265.5,468.7142857142857,34.27142857142857,24.74285714285714,975.4714285714284,300.2857142857143,3.3285714285714283,9,16,6
905,2021-06-23,39.10000000000001,6.714285714285714,255.35714285714286,286.14285714285717,484.64285714285717,31.121428571428577,20.32857142857143,975.9285714285714,72.42857142857143,1.3285714285714287,9,16,6
906,2021-06-24,37.67142857142858,29.707142857142856,275.35714285714283,155.5,404.2857142857143,34.842857142857135,31.271428571428576,975.6428571428571,109.28571428571429,2.2642857142857142,9,16,6
907,2021-06-25,38.91428571428571,24.22857142857143,248.0,228.92857142857142,444.57142857142856,32.23571428571429,22.199999999999996,973.9714285714286,281.5,3.214285714285714,9,16,6
908,2021-06-26,36.84285714285715,38.52142857142858,202.0,193.64285714285714,378.0,41.92857142857143,33.778571428571425,976.4214285714286,163.07142857142858,1.8071428571428572,9,16,6
909,2021-06-27,37.84285714285714,22.828571428571426,295.14285714285717,115.21428571428571,387.0,40.392857142857146,29.27857142857142,979.1142857142858,149.64285714285714,1.6214285714285717,9,16,6
910,2021-06-28,38.52857142857143,15.935714285714283,327.2857142857143,139.78571428571428,424.85714285714283,35.80714285714286,25.478571428571428,977.7785714285716,204.0,1.2214285714285715,9,16,6
911,2021-06-29,40.83571428571428,3.2571428571428567,208.85714285714286,391.5,519.7857142857143,34.06428571428571,18.435714285714283,973.9428571428571,298.85714285714283,3.2642857142857133,9,16,6
912,2021-06-30,42.07142857142857,16.3,259.7142857142857,211.64285714285714,439.92857142857144,33.53571428571428,17.65,971.6285714285716,282.64285714285717,6.3500000000000005,9,16,6
913,2021-07-01,41.385714285714286,7.364285714285714,265.85714285714283,228.92857142857142,460.0,37.57857142857143,21.314285714285713,969.8857142857142,266.35714285714283,4.128571428571429,9,16,7
914,2021-07-02,39.30714285714284,30.592857142857138,253.85714285714286,144.42857142857142,376.7142857142857,44.06428571428571,28.328571428571422,971.4357142857142,252.21428571428572,4.2214285714285715,9,16,7
915,2021-07-03,36.05,56.314285714285724,238.57142857142858,17.928571428571427,254.35714285714286,49.050000000000004,35.24285714285714,974.9571428571429,249.92857142857142,1.6857142857142857,9,16,7
916,2021-07-04,37.771428571428565,7.464285714285714,238.0,309.42857142857144,489.7142857142857,41.05714285714286,28.849999999999998,976.4214285714287,236.07142857142858,1.4999999999999998,9,16,7
917,2021-07-05,38.61428571428571,14.314285714285713,254.14285714285714,236.57142857142858,448.57142857142856,46.14999999999999,29.11428571428571,976.6071428571429,256.2142857142857,2.2285714285714286,9,16,7
918,2021-07-06,39.66428571428572,10.549999999999999,267.0,232.5,461.7857142857143,47.69285714285714,25.314285714285713,974.7571428571426,289.64285714285717,2.6285714285714277,9,16,7
919,2021-07-07,41.135714285714286,10.571428571428571,245.14285714285714,288.42857142857144,478.35714285714283,43.135714285714286,21.349999999999998,973.5357142857141,278.64285714285717,3.4071428571428575,9,16,7
920,2021-07-08,40.67142857142857,16.42142857142857,235.07142857142858,216.64285714285714,419.92857142857144,39.74285714285714,22.47142857142857,973.3642857142856,261.5,3.3500000000000005,9,16,7
921,2021-07-09,37.17857142857143,33.01428571428571,235.07142857142858,108.78571428571429,326.85714285714283,53.82857142857143,39.392857142857146,974.7928571428572,96.5,3.1071428571428568,9,16,7
922,2021-07-10,37.5,7.457142857142856,261.35714285714283,259.07142857142856,469.85714285714283,59.07142857142856,37.77142857142858,974.2714285714286,111.0,3.2785714285714294,9,16,7
923,2021-07-11,36.2,33.7,284.5,72.28571428571429,333.7857142857143,60.314285714285724,43.06428571428571,976.0785714285715,113.21428571428571,4.557142857142856,9,16,7
924,2021-07-12,33.385714285714286,46.66428571428572,259.85714285714283,36.57142857142857,281.5,64.77142857142857,51.035714285714285,978.4142857142857,121.0,5.435714285714285,9,16,7
925,2021-07-13,31.692857142857147,80.29285714285716,88.35714285714286,0.0,88.35714285714286,65.80714285714286,58.864285714285714,977.9571428571429,83.42857142857143,3.835714285714286,9,16,7
926,2021-07-14,32.52142857142857,76.2642857142857,98.92857142857143,23.071428571428573,110.35714285714286,64.60714285714286,55.69285714285714,977.15,64.14285714285714,3.9071428571428575,9,16,7
927,2021-07-15,34.328571428571436,16.75714285714286,247.21428571428572,252.5,425.85714285714283,63.04285714285714,49.89999999999999,977.3857142857142,86.35714285714286,3.664285714285714,9,16,7
928,2021-07-16,35.54285714285714,15.821428571428571,253.71428571428572,248.71428571428572,425.64285714285717,60.76428571428571,46.00714285714286,978.8642857142858,90.85714285714286,3.5500000000000003,9,16,7
929,2021-07-17,37.48571428571428,26.935714285714287,308.14285714285717,91.21428571428571,365.35714285714283,59.164285714285725,39.82857142857143,975.8357142857142,206.78571428571428,2.2785714285714285,9,16,7
930,2021-07-18,34.1,69.30714285714285,135.85714285714286,21.071428571428573,145.5,69.25714285714285,54.3857142857143,973.2,120.07142857142857,3.7928571428571436,9,16,7
931,2021-07-19,27.628571428571426,92.00714285714287,21.071428571428573,0.0,21.071428571428573,75.22142857142856,82.67142857142856,973.6142857142858,124.21428571428571,2.307142857142857,9,16,7
932,2021-07-20,27.99285714285714,67.28571428571429,181.14285714285714,23.357142857142858,192.57142857142858,71.23571428571428,79.57857142857144,973.9428571428571,123.78571428571429,1.7214285714285715,9,16,7
933,2021-07-21,31.72142857142858,40.49285714285715,272.7142857142857,28.857142857142858,290.5,61.67142857142858,62.10000000000001,972.0214285714286,125.28571428571429,2.664285714285714,9,16,7
934,2021-07-22,31.871428571428574,44.58571428571429,270.64285714285717,47.57142857142857,299.85714285714283,63.885714285714286,59.65,971.0785714285714,95.5,3.5357142857142856,9,16,7
